4.700000000000000000e+01,6.300000000000000000e+01,-1.100000000000000000e+01,3.150230000000000000e+05,8.304200000000000000e+04,4.323100000000000000e+04,4.150000000000000000e+04,5.421700000000000000e+04,5.367300000000000000e+04,8.414300000000000000e+04,2.046800000000000000e+04,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
4.700000000000000000e+01,5.700000000000000000e+01,2.800000000000000000e+01,3.653330000000000000e+05,5.849840000000000000e+05,3.658200000000000000e+04,1.421220000000000000e+05,4.543700000000000000e+04,7.781100000000000000e+04,9.903800000000000000e+04,3.678100000000000000e+04,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
4.400000000000000000e+01,5.300000000000000000e+01,4.900000000000000000e+01,2.064194000000000000e+06,3.559620000000000000e+05,6.974800000000000000e+04,7.974000000000000000e+03,3.112000000000000000e+04,9.528800000000000000e+04,1.335630000000000000e+05,1.336600000000000000e+04,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
7.400000000000000000e+01,4.300000000000000000e+01,-5.000000000000000000e+00,5.506770000000000000e+05,2.878000000000000000e+04,1.018400000000000000e+04,1.120800000000000000e+04,1.077600000000000000e+04,8.026600000000000000e+04,2.817100000000000000e+04,1.448700000000000000e+04,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
5.700000000000000000e+01,2.900000000000000000e+01,-7.000000000000000000e+00,7.773580000000000000e+05,2.342590000000000000e+05,1.000300000000000000e+04,1.691900000000000000e+04,2.394200000000000000e+04,1.869200000000000000e+04,2.701600000000000000e+04,1.100500000000000000e+04,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
6.600000000000000000e+01,2.700000000000000000e+01,4.900000000000000000e+01,1.366500000000000000e+05,2.900800000000000000e+04,3.812000000000000000e+03,3.960000000000000000e+03,1.455000000000000000e+03,7.924000000000000000e+03,3.170000000000000000e+03,1.591000000000000000e+03,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
6.300000000000000000e+01,2.900000000000000000e+01,4.200000000000000000e+01,6.131820000000000000e+05,1.247920000000000000e+05,2.889500000000000000e+04,7.211000000000000000e+03,1.335200000000000000e+04,2.577000000000000000e+04,2.553300000000000000e+04,5.539000000000000000e+03,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
4.800000000000000000e+01,3.400000000000000000e+01,4.800000000000000000e+01,3.910490000000000000e+05,5.386300000000000000e+04,1.707600000000000000e+04,3.600000000000000000e+03,6.694000000000000000e+03,2.301600000000000000e+04,3.039100000000000000e+04,1.043400000000000000e+04,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
6.000000000000000000e+01,3.500000000000000000e+01,1.290000000000000000e+02,1.102254000000000000e+06,2.425200000000000000e+05,2.074800000000000000e+04,1.347700000000000000e+04,2.449800000000000000e+04,6.696600000000000000e+04,1.261170000000000000e+05,4.298400000000000000e+04,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
4.300000000000000000e+01,4.700000000000000000e+01,-2.400000000000000000e+01,4.385630000000000000e+05,1.475360000000000000e+05,1.129750000000000000e+05,2.255400000000000000e+04,2.075800000000000000e+04,1.187700000000000000e+04,7.508000000000000000e+03,5.750000000000000000e+03,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
