5.300000000000000000e+01,6.100000000000000000e+01,-1.080000000000000000e+02,4.034300000000000000e+05,1.550830000000000000e+05,7.694000000000000000e+03,1.687500000000000000e+04,6.698000000000000000e+03,9.015000000000000000e+03,1.279800000000000000e+04,7.651000000000000000e+03,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
5.600000000000000000e+01,5.600000000000000000e+01,-5.040000000000000000e+02,1.619109000000000000e+06,1.660010000000000000e+05,2.259730000000000000e+05,8.458300000000000000e+04,1.477850000000000000e+05,5.995300000000000000e+04,4.312400000000000000e+04,3.859700000000000000e+04,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
5.100000000000000000e+01,6.700000000000000000e+01,1.190000000000000000e+02,7.228100000000000000e+05,4.088100000000000000e+04,5.693800000000000000e+04,3.862500000000000000e+04,4.843000000000000000e+04,1.094200000000000000e+04,1.738000000000000000e+04,5.837000000000000000e+03,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
4.300000000000000000e+01,6.400000000000000000e+01,-2.700000000000000000e+01,4.269310000000000000e+05,8.578200000000000000e+04,1.918800000000000000e+04,6.356000000000000000e+03,5.614000000000000000e+03,5.536000000000000000e+03,1.058200000000000000e+04,1.440600000000000000e+04,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
4.800000000000000000e+01,7.700000000000000000e+01,6.700000000000000000e+01,1.209979000000000000e+06,2.845400000000000000e+05,5.616300000000000000e+04,7.143500000000000000e+04,1.779900000000000000e+04,3.788400000000000000e+04,3.378400000000000000e+04,2.532200000000000000e+04,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
4.000000000000000000e+01,5.700000000000000000e+01,1.210000000000000000e+02,9.310310000000000000e+05,1.250570000000000000e+05,1.177900000000000000e+04,1.017000000000000000e+04,7.071000000000000000e+03,7.597000000000000000e+03,7.342000000000000000e+03,3.412000000000000000e+03,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
5.100000000000000000e+01,5.400000000000000000e+01,3.400000000000000000e+01,9.140300000000000000e+04,4.413300000000000000e+04,2.896700000000000000e+04,5.823100000000000000e+04,4.649200000000000000e+04,3.961300000000000000e+04,8.469000000000000000e+03,9.050000000000000000e+03,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.400000000000000000e+01,5.600000000000000000e+01,5.800000000000000000e+01,3.709300000000000000e+05,4.028100000000000000e+04,9.100000000000000000e+03,1.514100000000000000e+04,1.543400000000000000e+04,1.298800000000000000e+04,7.633000000000000000e+03,5.362000000000000000e+03,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.400000000000000000e+01,6.400000000000000000e+01,-1.400000000000000000e+01,5.952610000000000000e+05,1.320200000000000000e+05,1.272310000000000000e+05,2.131000000000000000e+04,2.019800000000000000e+04,2.839700000000000000e+04,2.416600000000000000e+04,7.542000000000000000e+03,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
8.800000000000000000e+01,7.500000000000000000e+01,8.800000000000000000e+01,4.983000000000000000e+03,1.681500000000000000e+04,1.282600000000000000e+04,1.884000000000000000e+04,2.438700000000000000e+04,3.059200000000000000e+04,1.720600000000000000e+04,1.245300000000000000e+04,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.100000000000000000e+01,6.300000000000000000e+01,8.000000000000000000e+01,4.628990000000000000e+05,1.656790000000000000e+05,1.969700000000000000e+04,1.491800000000000000e+04,2.322100000000000000e+04,3.161000000000000000e+03,3.221000000000000000e+03,2.762000000000000000e+03,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.000000000000000000e+01,7.000000000000000000e+01,-2.410000000000000000e+02,6.929100000000000000e+04,5.852300000000000000e+04,7.912500000000000000e+04,1.700200000000000000e+04,4.250700000000000000e+04,2.415500000000000000e+04,1.184800000000000000e+04,3.809000000000000000e+03,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
